LNR,RESPONSE
10701,0.011107355
10703,0.010532152
10403,0.003365079
10727,0.002035389
10728,0.022073876
10729,0.01471964
10427,0.009049052
10435,0.010923663
10841,0.013149016
10843,0.017745181
10857,0.037105679
10445,0.023307681
10454,0.017766751
10463,0.002683974
10469,0.011947509
10792,0.014897069
10505,0.006881233
10509,0.002911343
10517,0.013488073
10806,0.005061505
10812,0.006842567
10828,0.018866182
10551,0.006930086
10266,0.001585287
10276,0.03183652
10586,0.011492774
55744,0.022758478
51235,0.032524615
58234,0.012098085
58240,0.013062145
58551,0.008655797
58569,0.019284386
58887,0.01219765
59195,0.007269475
59515,0.029788237
59524,0.010923663
60160,0.014076614
60162,0.010923663
60797,0.013738954
56012,0.003129262
56339,0.011803871
56661,0.030780294
56666,0.00721448
57612,0.006511728
57622,0.010532152
57940,0.005635397
58573,0.012041164
68377,0.021126799
68384,0.007082853
68392,0.00460021
69032,0.010184824
69335,0.004856926
69336,0.010831173
69345,0.010081804
69657,0.02349061
69978,0.010532152
69987,0.00285544
69989,0.009089794
70306,0.010431611
66475,0.006638406
66802,0.018059421
66803,0.010284124
67441,0.010726141
67445,0.014389561
67450,0.010328036
67763,0.016020117
67767,0.00578769
67771,0.017955464
68078,0.008126305
68718,0.014503117
68732,0.01899293
69040,0.003967401
69049,0.009207328
69367,0.00779153
69369,0.002990646
69686,0.013804806
69994,0.007596778
70322,0.022361748
70332,0.011552555
70954,0.006344283
66505,0.007149988
66821,0.045597616
66828,0.010709332
67790,0.021904177
43823,0.010923663
52168,0.01542703
52802,0.006096945
52803,0.010300819
53139,0.027458719
53445,0.011212524
53454,0.00659516
53775,0.010906548
54088,0.011107355
54730,0.021190095
54735,0.028618415
54740,0.016462333
54745,0.005976069
55054,0.015567423
55055,0.0258805
55063,0.013572926
55066,0.032487417
55377,0.012484374
55385,0.022495026
55693,0.024965953
55709,0.012146672
50875,0.003147086
50884,0.006268203
50889,0.016594019
51210,0.004003055
51531,0.008282377
51532,0.008009476
51858,0.010532152
52505,0.014075736
52510,0.009937589
52511,0.005058343
52832,0.012566251
53144,0.006402092
53463,0.011610906
53788,0.011450701
54122,0.009637924
54427,0.019330359
54431,0.006924855
54435,0.01789553
54748,0.009638689
55390,0.011107355
51218,0.024042867
51223,0.014601204
51548,0.010399571
51554,0.004819606
51557,0.010726141
51869,0.006002846
51878,0.013148372
52196,0.009209321
52213,0.006147804
53180,0.010726141
53484,0.006307652
53812,0.007374387
54126,0.009383565
54454,0.021920566
54783,0.010923663
51897,0.005863151
52545,0.010532152
52551,0.005106538
52557,0.007800453
53185,0.010532152
53189,0.010276888
53521,0.024655922
53831,0.008466669
63640,0.009740008
64603,0.039321352
64612,0.010923663
64919,0.010726141
61421,0.008104719
62697,0.013581986
62707,0.010726141
63017,0.010726141
63025,0.003693274
63337,0.011961242
63990,0.022464247
63993,0.007969331
64303,0.010726141
64312,0.010481334
64617,0.00679775
64622,0.003310191
64940,0.01079186
64950,0.003206853
65271,0.008902242
65894,0.003899183
65908,0.017652292
61115,0.010923663
61130,0.010532152
62395,0.025130916
62718,0.005582551
63034,0.020390466
63037,0.009640639
63368,0.00692589
63369,0.010726141
64321,0.002716663
64633,0.003522289
64640,0.010118956
64641,0.004839219
64646,0.010726141
64972,0.012055217
65286,0.009223154
65926,0.023303107
65927,0.014460497
61453,0.011512732
61455,0.0083486
61459,0.006624822
61471,0.007685851
62100,0.010540993
62101,0.025335513
62106,0.010532152
75527,0.002299922
75846,0.010923663
75847,0.002882819
75850,0.009482966
75851,0.011107114
75856,0.030077522
76172,0.010532152
72029,0.018958311
72666,0.006447947
72668,0.0106576
72669,0.012698869
73307,0.003030282
73630,0.004616066
73944,0.010906548
73949,0.004040174
74260,0.018141449
75218,0.018911663
75220,0.010532152
75554,0.016543648
75868,0.006873225
76179,0.009085774
76187,0.005986222
71394,0.012151198
73010,0.010959085
73653,0.024568514
73656,0.015158298
74598,0.002796375
74918,0.006651317
74919,0.012987015
74925,0.005959085
74934,0.007994091
75242,0.01077389
84971,0.013709074
84976,0.017325587
84978,0.018396604
85298,0.014323069
85609,0.010923663
81796,0.00226754
82117,0.01032156
82118,0.02086449
82432,0.009096678
82433,0.026896724
82436,0.015947383
82749,0.012151798
82758,0.004560169
83064,0.010532152
83392,0.008482255
83709,0.010923663
83710,0.01145561
83716,0.013070986
84030,0.010992329
84036,0.012529868
84344,0.010927687
84354,0.008571471
84360,0.015229857
84985,0.01578518
84993,0.007176139
85308,0.022081675
85309,0.004307515
85312,0.009813484
81489,0.013209881
81497,0.010323039
81810,0.015985587
82129,0.008874021
82139,0.018854821
7035,0.019772528
6743,0.019890453
76643,0.002814909
76646,0.010726141
76959,0.020008101
76977,0.002605817
77288,0.008812253
77292,0.006106988
77296,0.033713643
77918,0.023280694
78245,0.014109493
79531,0.013331481
80162,0.010532152
80164,0.010726141
83477,0.016531008
83479,0.018538143
84114,0.012604786
84425,0.009176323
84437,0.047918515
84438,0.012532999
84752,0.010884682
84753,0.010709332
84755,0.0102535
84757,0.004677389
85074,0.015664872
81563,0.034838516
81881,0.010906548
81892,0.009646494
82200,0.010800925
82210,0.017672755
82215,0.029082293
82521,0.010923663
82850,0.021659417
83163,0.015512688
83486,0.00844505
83489,0.010923663
83807,0.020917623
83815,0.010923663
84123,0.026383116
84126,0.010923663
84137,0.008987846
84139,0.010726141
85401,0.020672772
85722,0.003264943
85726,0.02638094
85734,0.022834118
81905,0.003935144
82220,0.012887063
82221,0.004446718
82227,0.015141694
82551,0.02473639
83502,0.011107355
83509,0.007192642
83823,0.011150004
83826,0.009377645
83840,0.010726141
84142,0.006392062
84153,0.002733738
84782,0.01317281
84783,0.032677223
6692,0.005146313
6988,0.017176687
6994,0.01039155
6704,0.013988386
7003,0.012536569
7010,0.018476171
7019,0.025595718
6726,0.004381673
6730,0.008008325
6737,0.006418613
7025,0.007598061
7030,0.009253956
29326,0.036378623
29327,0.010726141
29343,0.01160228
29347,0.00821211
29676,0.00262595
29695,0.008693756
29710,0.023623115
29422,0.023586487
29732,0.010585354
29733,0.002717754
29734,0.015257239
29735,0.005887015
29457,0.007747573
29141,0.017478073
29484,0.014046209
29181,0.031447532
29188,0.011355171
29501,0.006233841
29528,0.010726141
29529,0.015655079
29220,0.010906548
29545,0.003750137
29553,0.015758101
29556,0.025585049
29563,0.009517255
29565,0.015764
29573,0.006330794
29910,0.006043702
29912,0.009526326
29914,0.025603289
30241,0.011107355
30257,0.012352514
29918,0.011127587
29921,0.013856158
30268,0.006844182
29972,0.005518858
29976,0.01402351
30381,0.010551575
30015,0.010532152
38870,0.013995368
38881,0.009109502
38898,0.004972924
38605,0.012025729
38620,0.005846673
38621,0.010168213
38929,0.013664846
38627,0.010923663
38635,0.013211254
38644,0.003208551
38654,0.01178833
38964,0.011934739
38978,0.005714229
38982,0.011107355
38662,0.004862623
38676,0.014926621
38985,0.007310836
39001,0.010276437
39002,0.027375039
38689,0.014718889
38690,0.005324232
54508,0.010923663
54515,0.006586101
54831,0.011107355
54836,0.007099404
54838,0.008360386
55473,0.007121424
50984,0.012211292
51298,0.013163189
51949,0.014852279
51951,0.013170523
52284,0.010408646
52292,0.004612836
53247,0.011107355
53255,0.010532152
53888,0.009298998
53891,0.004235684
54526,0.022568295
54852,0.015053394
54856,0.018104011
55176,0.010588446
55822,0.004336515
50995,0.011792099
51004,0.009417702
51315,0.033562037
61158,0.010769756
61160,0.018477816
61473,0.010923663
61482,0.00677189
61795,0.007685093
62115,0.011816255
62130,0.009889915
62437,0.013231761
62441,0.011982437
62445,0.011107355
62758,0.022194089
62764,0.008578262
63082,0.008124018
63394,0.006740206
63413,0.010906548
63719,0.008453159
63724,0.015716773
64040,0.023433503
64043,0.017561438
64045,0.005386811
64358,0.010726141
64360,0.007400414
64674,0.010726141
64690,0.003748119
64997,0.020575692
65007,0.005548166
65013,0.004530954
65646,0.007320195
65652,0.010532152
65959,0.005017953
65962,0.032402062
65969,0.011500359
61191,0.013101389
61497,0.004318152
61831,0.01879637
62133,0.010726141
62792,0.014955495
63736,0.014217046
63746,0.014999007
64054,0.0120939
64058,0.023952835
64059,0.010669849
64062,0.013504058
64066,0.00635064
64393,0.010532152
64695,0.009780447
54619,0.013547546
54621,0.033981607
54949,0.012457622
55252,0.005877323
55256,0.010923663
55268,0.007648415
55574,0.00453483
55902,0.011882397
51085,0.010329405
51730,0.00362642
52390,0.010906548
53033,0.006782782
53035,0.015183832
54313,0.013027311
60381,0.004209174
60706,0.010770684
61020,0.005397789
56249,0.010923663
56551,0.050874046
56552,0.013882228
56554,0.003316714
56873,0.010726141
57196,0.038053025
57832,0.013935851
58484,0.007559345
58794,0.024487582
58803,0.023182523
58808,0.014455589
59432,0.033728268
59442,0.01630371
60076,0.003930889
60711,0.011107355
60712,0.006176283
56264,0.009125269
56268,0.010122795
56581,0.005596187
56583,0.014711586
56895,0.022435589
56899,0.008256326
57216,0.006495005
57548,0.007221107
58172,0.0059491
58493,0.00391983
58814,0.004232309
58818,0.013863716
59132,0.010923663
59148,0.011107355
59455,0.004929911
59464,0.007555366
59469,0.014434356
69961,0.007779226
70274,0.027164503
70282,0.047435036
70285,0.009582448
70291,0.011107355
60109,0.009759073
60420,0.007590969
60744,0.00860977
61054,0.006039887
66081,0.010923663
66090,0.010111179
66091,0.010532152
61619,0.003405943
61620,0.010904409
61629,0.008850778
62263,0.00747137
62271,0.012610793
62589,0.008156219
62893,0.022136179
62911,0.006839064
63214,0.04064806
63216,0.006856261
63223,0.006785476
63224,0.006391642
63550,0.00419151
63864,0.013298959
64178,0.013252505
64817,0.016120689
64832,0.009489563
64833,0.005018895
65143,0.013538814
65148,0.012399089
65468,0.026566987
66099,0.017887487
66105,0.032077771
61317,0.005995319
61324,0.016463693
61332,0.013648618
61961,0.01502446
62276,0.012803959
62278,0.010532152
62923,0.011712408
62926,0.014582206
63884,0.028798929
63888,0.0064243
64194,0.019558632
64201,0.009550348
64207,0.015493018
64522,0.012202346
64836,0.014214821
64839,0.015822932
65157,0.013072845
65161,0.010923663
65167,0.022634916
70592,0.016538071
70901,0.010038883
70909,0.006195133
70911,0.013418214
70912,0.015923299
71232,0.023303402
66436,0.010220517
66443,0.010923663
66453,0.008516437
66769,0.010990632
67404,0.004609568
67411,0.010709332
67715,0.012472851
67716,0.013001821
67727,0.010480751
68036,0.011874276
68041,0.01090446
68047,0.007371673
68052,0.010532152
68356,0.010532152
68363,0.017800592
68682,0.042348768
68689,0.003740843
50456,0.005101609
50788,0.016120443
46252,0.002786788
46254,0.013796521
46256,0.003839968
46565,0.010286632
46576,0.014490725
46907,0.005174408
47228,0.005829878
47545,0.033155959
47551,0.012334109
47555,0.042589308
47563,0.003869725
47880,0.008480499
47881,0.011107355
48203,0.023094038
48854,0.007936326
48857,0.015359835
49182,0.029917091
49508,0.018972058
50160,0.011575074
50479,0.007878957
50803,0.003414633
45949,0.011647214
46267,0.008245444
46271,0.012942806
46277,0.010723116
46916,0.005532279
46918,0.008547859
46920,0.009824937
46923,0.013816648
46929,0.019308262
47240,0.003498467
47243,0.007466642
47572,0.01328517
47576,0.011630178
48229,0.005065945
49198,0.003596579
49526,0.005058527
49530,0.003840573
49535,0.010237574
49844,0.010532152
49858,0.00371765
50169,0.011744955
50493,0.010532152
50818,0.023654524
45970,0.007745989
46608,0.006578532
46622,0.011857951
47269,0.0206295
47278,0.004935447
47595,0.011107355
47922,0.019683353
47926,0.030331895
48250,0.010726141
48893,0.004630074
48906,0.020263711
48909,0.007197361
49222,0.014541213
49876,0.003004639
50199,0.009806595
50504,0.010532152
50506,0.009010785
45651,0.012334821
40281,0.010726141
39978,0.010008586
39986,0.02105226
40300,0.010726141
44947,0.010709332
45275,0.009563205
40770,0.010709332
40779,0.002876944
41099,0.003509227
41748,0.019036754
41756,0.01191164
42070,0.01047458
42703,0.010923663
42706,0.010081483
43022,0.013457319
43029,0.005592031
43034,0.010923663
43986,0.031250239
43999,0.010981405
44317,0.007577666
44321,0.056784589
40798,0.013815203
41126,0.010123017
41456,0.011192441
42099,0.00971944
42409,0.024725832
42739,0.002366047
43363,0.005863284
43701,0.010069895
47167,0.006448256
47488,0.010532152
47503,0.007707799
47825,0.034221906
48149,0.003836764
48788,0.041931073
48791,0.014127631
48795,0.010726141
49122,0.010923663
49133,0.027842031
49765,0.010856821
49780,0.010709332
50738,0.013805765
45872,0.010532152
47505,0.009485196
16382,0.012804484
16386,0.016458717
16062,0.034487509
16408,0.008326791
16410,0.018129255
16431,0.01542667
16104,0.008078624
16122,0.003372761
16150,0.012603665
16465,0.010923663
16470,0.014175121
16487,0.008544606
16490,0.008396192
16181,0.010726141
16190,0.006476399
16501,0.019582751
16203,0.009482427
16211,0.009924047
15918,0.030421471
15948,0.010923663
16258,0.020645865
16265,0.008511855
16013,0.019568506
16027,0.010726141
16673,0.009115356
16982,0.010911993
16997,0.00173671
16695,0.023165547
17000,0.004143917
17009,0.010294108
16711,0.018194086
17036,0.006199465
16719,0.010533875
25892,0.010923663
25893,0.003293244
25614,0.006075555
25639,0.005620672
25647,0.002459575
25955,0.02815436
25665,0.011107355
25364,0.009442607
25682,0.007190989
25391,0.028138461
25706,0.010709332
25399,0.021652936
25407,0.010716145
25721,0.019966459
62416,0.032262486
62424,0.00277334
62738,0.007574017
62740,0.010825968
63057,0.007729487
64015,0.0126032
64024,0.008399073
64658,0.012602146
64668,0.008533677
64974,0.014043175
64980,0.00543447
76062,0.017343988
71276,0.008559883
71283,0.009551318
71289,0.008897748
71290,0.00397644
71293,0.009160078
71602,0.013178386
71923,0.017831207
72244,0.011390492
72248,0.004813018
72565,0.034315474
73197,0.010215497
74167,0.024566945
74812,0.002941988
75119,0.012845252
75765,0.015602026
75768,0.004953573
75771,0.011107355
75775,0.011114134
76090,0.0083133
71294,0.029365741
71309,0.016165133
71311,0.011319197
71940,0.010765459
72582,0.007344479
72591,0.009794088
73224,0.007731161
73229,0.003806921
73549,0.01209267
73876,0.013999339
74498,0.006973617
74506,0.017154187
74509,0.01135769
75138,0.019005413
75468,0.010906548
75794,0.005439783
71640,0.016767172
71965,0.019041023
72286,0.008008767
72610,0.011999639
57773,0.031468734
59057,0.031633349
60025,0.018998567
60333,0.008304051
56198,0.013288503
56517,0.011375161
56847,0.011368228
57792,0.020701637
58120,0.012304151
58443,0.013240488
58446,0.010923663
58450,0.005283849
59082,0.006522872
59089,0.010532152
59399,0.015511472
59713,0.010726141
59721,0.009390293
59723,0.007983659
60034,0.006708461
60041,0.013413211
60046,0.016879523
60360,0.02177867
60367,0.048071933
57177,0.013567611
58139,0.010923663
58141,0.014346081
58785,0.007858574
59093,0.018941405
59428,0.010923663
60054,0.009158457
65491,0.010726141
65813,0.01086473
70820,0.016920728
70822,0.006720686
70829,0.009321261
70830,0.013161555
71140,0.011636331
71152,0.008546694
66355,0.018514996
66363,0.007901061
67637,0.083001259
67641,0.011993623
67962,0.017370833
67970,0.008579813
45328,0.003700143
45340,0.024521145
40508,0.010692599
41156,0.010726141
41168,0.004376894
41482,0.011038169
41803,0.010923663
42442,0.010532152
42445,0.008735072
42448,0.010726141
42768,0.011438268
42776,0.013875615
42780,0.007344712
43087,0.006247675
43095,0.011107355
43724,0.004102498
44049,0.013854206
44053,0.008985206
44059,0.012474767
45014,0.002874955
45018,0.01690692
45023,0.007710839
45026,0.005758723
40532,0.010509774
41180,0.006779719
41192,0.010726141
41515,0.005989406
41829,0.010248124
42146,0.028698862
42787,0.008332953
43104,0.002758272
43105,0.010523716
43119,0.003493441
43758,0.010726141
44080,0.007130346
44391,0.023685947
44715,0.009686075
45376,0.007440214
40880,0.012848639
41196,0.00717735
41203,0.010532152
41211,0.001695
54655,0.008020344
54662,0.009705308
55940,0.009548727
51124,0.010923663
51128,0.010923663
51131,0.026880302
51446,0.009230599
51781,0.010709332
52107,0.006227918
52425,0.011993267
52433,0.008645571
52742,0.010906548
52748,0.004126134
53400,0.002776471
82769,0.009126356
83085,0.016995586
83094,0.009341731
83406,0.002834561
83416,0.00253521
83726,0.003674726
84369,0.008227801
84696,0.006130427
85649,0.017679319
45,0.010532152
84,0.010906548
103,0.010906548
104,0.010726141
108,0.010532152
110,0.011107355
113,0.010906548
125,0.010906548
23,0.010709332
35,0.010726141
36,0.010726141
148,0.010923663
170,0.010532152
183,0.010709332
209,0.010906548
219,0.010726141
242,0.010726141
243,0.010532152
252,0.010906548
263,0.011107355
270,0.011107355
288,0.010726141
388,0.010726141
431,0.020981062
448,0.01553188
453,0.011107355
483,0.012042795
532,0.02469111
541,0.01472908
545,0.006282364
564,0.010532152
581,0.011107355
591,0.010086987
602,0.005818738
626,0.010532152
627,0.00635202
642,0.008000451
662,0.027420063
692,0.007212341
715,0.013965398
755,0.006911427
765,0.018790565
83237,0.013355531
83547,0.014330549
83870,0.002669215
83876,0.008241278
84502,0.015949794
84520,0.008788751
85147,0.009162214
85151,0.011107355
85462,0.060699237
8192,0.012185499
8196,0.006410622
8200,0.020951385
7887,0.011648115
7897,0.010319259
8214,0.009530169
8217,0.006969788
7903,0.013280181
7908,0.010923663
7909,0.006358296
7911,0.013992034
8338,0.014621866
7921,0.009026973
8222,0.022654525
8244,0.005921382
8250,0.007467769
8312,0.010726141
7727,0.014073248
7730,0.004996664
8066,0.026475975
8080,0.013757521
7761,0.026324445
7771,0.011813752
8082,0.011400108
8096,0.010513767
7786,0.009916843
8106,0.011388165
7827,0.011378976
7831,0.017391971
8153,0.019333472
8500,0.010798563
8833,0.025029751
8834,0.010532152
8501,0.010582449
8511,0.011826025
8856,0.010530126
8860,0.018183501
8535,0.003552069
8865,0.009403151
8879,0.012581724
8976,0.012388677
8978,0.018735776
8979,0.014003522
8886,0.005205347
8898,0.014899406
8905,0.009192533
8915,0.004969089
8917,0.010053152
8920,0.007032155
68753,0.005766148
69066,0.024814048
69379,0.030462894
69384,0.011107355
69390,0.011107355
69708,0.043965989
69711,0.015565129
70024,0.006464792
70025,0.005855626
70984,0.007474095
66195,0.015659027
66521,0.004225839
66836,0.010261858
66847,0.004723273
67158,0.004091866
67160,0.007032697
67165,0.010923663
67168,0.027506632
68754,0.012817166
68769,0.006409445
69078,0.001240292
69719,0.007424253
70044,0.022234766
70370,0.03536894
70372,0.018568656
70373,0.014682757
81127,0.006629535
81445,0.010536241
81450,0.007480058
76670,0.011514448
76984,0.018986591
77627,0.009222416
78584,0.00647498
78596,0.010726141
79553,0.002164498
79556,0.003872799
79558,0.015461577
79872,0.00734088
80181,0.01909585
80190,0.016279599
80512,0.007524903
80513,0.010167789
80825,0.011559108
80831,0.001544964
81462,0.010647154
76688,0.019882634
76999,0.009738824
77002,0.021273762
77008,0.005654773
78281,0.00486044
78282,0.013628839
78293,0.009523489
38292,0.009226653
37990,0.049915203
38001,0.012745544
38013,0.015339406
38337,0.005340623
38024,0.016417135
38025,0.010523379
38031,0.008396381
38044,0.010923663
38395,0.004063828
39053,0.00912463
39062,0.009864217
38723,0.007255112
39066,0.039850112
38761,0.007956384
39084,0.009445197
38775,0.010876223
38804,0.029025458
38821,0.014357664
39143,0.015717744
39153,0.028073471
39154,0.008741489
38857,0.010726141
38858,0.010726141
39168,0.01699621
38865,0.005097425
38868,0.017458381
48000,0.004894339
48005,0.008783795
48648,0.02318789
48663,0.010865168
48979,0.007824532
48981,0.009641547
49622,0.010923663
49948,0.016776252
49953,0.014558219
49957,0.001848351
50276,0.026487064
50277,0.006181098
46058,0.010923663
46067,0.017707198
46073,0.007930235
46394,0.011008019
46720,0.005020447
47039,0.021608237
47366,0.010559704
47374,0.011107355
47690,0.007443903
48348,0.032114309
48673,0.026114953
48681,0.011107355
48682,0.011107355
49655,0.003580423
50292,0.023049517
50295,0.009600943
50297,0.010923663
50620,0.005786939
18949,0.003939179
18950,0.040368235
18620,0.013544885
19040,0.01086481
18656,0.023119225
18964,0.010245153
18970,0.007479061
18972,0.006807219
18679,0.005127741
18683,0.009373527
18684,0.016729593
18999,0.005217585
19028,0.00704273
18719,0.011107355
18735,0.023946467
18426,0.015227604
18429,0.003649936
18433,0.01554445
18740,0.001857353
18743,0.019105349
18755,0.001846916
18447,0.011023054
18450,0.006857245
18451,0.010243538
18457,0.011107355
18461,0.007095118
18473,0.009539029
27349,0.026100735
27675,0.010532152
27676,0.011107355
27685,0.004233174
28009,0.010906548
28010,0.021716288
28318,0.010726141
28330,0.003388761
28360,0.036428282
28071,0.009883454
28483,0.003442555
28486,0.006131999
28491,0.010923663
28495,0.010923663
28108,0.008434941
28402,0.003721899
28434,0.020432641
28141,0.011444223
28143,0.010819253
28457,0.009001379
28163,0.014143899
28471,0.014132979
28185,0.00711507
27896,0.01842088
28199,0.009566609
28213,0.010421003
28218,0.033408861
27928,0.022840623
27929,0.006800059
28243,0.016626993
28258,0.007595334
28273,0.014292395
27965,0.017546463
27973,0.010532152
48636,0.010923663
48960,0.009604473
49281,0.009991513
49922,0.00306104
50255,0.007149695
50262,0.005110123
50574,0.008736896
47345,0.006520828
47348,0.031051566
47676,0.010923663
47686,0.008164874
56282,0.030864712
56928,0.019160482
57241,0.011443238
58525,0.009239517
58526,0.009390685
58530,0.013840669
58840,0.021697369
58850,0.00806326
59478,0.009823223
59483,0.008299612
59485,0.053964342
59808,0.009755182
60110,0.007748058
56298,0.039712985
56299,0.00970746
57263,0.051363084
57576,0.009938875
57892,0.009468212
58215,0.008725384
58216,0.015222599
58223,0.010726141
58862,0.010965327
59821,0.003690687
60139,0.002403416
60470,0.004688005
60780,0.005607927
60786,0.010726141
56313,0.01349878
56322,0.009985334
56632,0.010561809
56633,0.005291054
56642,0.013481229
56648,0.012839741
57272,0.010923663
27292,0.010343208
27631,0.012636736
27318,0.01251326
27323,0.033380049
27332,0.009432078
36839,0.006582935
36843,0.028369011
36860,0.005976852
36863,0.006001018
36883,0.012002555
36887,0.010923663
36897,0.009650615
37206,0.01101007
37234,0.003432665
37255,0.006608422
37269,0.005053089
36992,0.018426296
36995,0.010923663
37282,0.014940589
37287,0.035169918
37298,0.007642021
36704,0.049456057
36705,0.003548678
36710,0.007719679
37025,0.030035218
37047,0.011310983
36742,0.008267882
36751,0.010726141
36752,0.00691751
36767,0.01148831
37085,0.01406275
37092,0.006236348
37099,0.009298866
36787,0.015175281
36796,0.011481175
37120,0.011034237
37133,0.006186252
37477,0.011063062
37817,0.011748066
37827,0.014283473
37831,0.006545055
37834,0.013083888
37512,0.014936105
37517,0.00561897
37845,0.00398498
37855,0.005903414
37531,0.032582582
37541,0.017192589
37875,0.027067969
37571,0.009679783
37882,0.008232915
16762,0.013820346
16769,0.010906548
17061,0.011187699
16782,0.021946315
16791,0.00886059
16809,0.007292487
17100,0.028461957
16826,0.00593502
16836,0.004275306
17122,0.013491516
17130,0.011056098
16857,0.006987057
16548,0.00200958
16551,0.010683473
16559,0.012581417
16567,0.007595931
16570,0.015663531
16572,0.048511713
16878,0.010649375
16879,0.015191458
16583,0.011501124
16584,0.012972735
16590,0.006842227
16901,0.012068975
16607,0.008060892
16925,0.012786602
16948,0.014435891
16954,0.011240116
16959,0.013767408
17626,0.014669405
17320,0.017126752
17326,0.005622386
17362,0.017920904
17373,0.006161282
17783,0.01280317
17796,0.015491919
17797,0.020406573
17700,0.010598523
17710,0.012321732
17712,0.010270866
17715,0.017219139
17416,0.020020191
17452,0.022211854
17762,0.008602943
17770,0.013835228
17461,0.003108744
17488,0.020983246
17504,0.020272977
17213,0.011107355
17215,0.010923663
17537,0.006601342
17235,0.008932522
17261,0.007464697
17266,0.005467847
68519,0.010726141
68524,0.005040721
68846,0.042144876
69488,0.011275264
69806,0.005269213
70116,0.002125986
70117,0.014061754
70119,0.005504917
70759,0.01802785
70771,0.009396033
71084,0.005520322
71088,0.007387953
71092,0.018766757
66303,0.010726141
66625,0.004615018
66631,0.00609028
66938,0.008373615
68540,0.010709332
69509,0.00310462
69819,0.011107355
70145,0.009330253
70455,0.010726141
70462,0.006263494
70468,0.011960552
70792,0.009368658
66319,0.005494587
66970,0.011612756
68243,0.02127023
68245,0.016050279
68882,0.013781217
68883,0.004174455
69193,0.00607981
69522,0.005028457
69842,0.010906548
70169,0.011107355
70481,0.018006079
71117,0.006777693
71118,0.01110914
71130,0.032949951
66335,0.003057615
66658,0.015210143
66661,0.009120596
66669,0.004729777
66991,0.013553492
67630,0.003760616
67940,0.00933847
67946,0.014249186
68254,0.004621691
68270,0.012214834
68582,0.006600272
6765,0.009536331
6499,0.010726141
6521,0.013909194
6828,0.010401236
6829,0.014086113
6852,0.010902909
6857,0.008526751
6858,0.004493719
6553,0.010508159
6554,0.016214904
6884,0.004475281
6892,0.030826207
7558,0.007959499
7233,0.006286782
7573,0.004161027
7250,0.00388325
7588,0.011107355
7589,0.008509909
7610,0.007171372
7624,0.010906548
7625,0.013878454
7330,0.022200042
7334,0.012031354
7344,0.004432285
7347,0.010906548
7353,0.009614627
7673,0.010726141
7376,0.032751811
7081,0.010923663
7088,0.008960913
7105,0.015966291
7431,0.01648012
7434,0.011855814
7436,0.0229278
7133,0.012598999
7446,0.004557888
7459,0.031232383
7148,0.00928772
7161,0.007244361
7170,0.011088751
7179,0.004964259
7482,0.006597579
7511,0.017754739
7515,0.004019076
7215,0.009934248
8167,0.017027476
8179,0.028689328
7863,0.012949961
7865,0.010132415
7866,0.013221123
7868,0.012250026
7870,0.007176058
16745,0.015498591
16752,0.013801348
17038,0.015438575
19331,0.007178745
19630,0.014205634
19341,0.010726141
19371,0.013059356
19067,0.011802253
19069,0.011107355
19383,0.011189572
19082,0.026200468
19084,0.019386014
19413,0.008311569
19116,0.006740263
19419,0.005107614
19433,0.002970126
19434,0.011619883
19448,0.032889601
19156,0.007407101
19176,0.032830528
19177,0.011947452
20145,0.01452177
20157,0.010569178
19818,0.011491386
19826,0.008137467
20177,0.018457259
19841,0.011107355
19888,0.014753154
19909,0.00826011
19910,0.007873931
20220,0.012833208
20226,0.002819949
19923,0.011107355
20254,0.014310357
19956,0.013176687
19962,0.004322233
28521,0.013727296
28537,0.009720218
28851,0.010644847
28548,0.013369633
28859,0.012420547
28862,0.003952141
28563,0.008416923
28565,0.007470564
28879,0.009925081
28881,0.0051775
28884,0.004616904
28582,0.008183532
28591,0.005290856
28904,0.006504473
28910,0.009866453
28598,0.010086303
28933,0.006306343
28626,0.013398405
28632,0.011233739
28635,0.007146657
28942,0.007488054
29588,0.013672681
29305,0.004094446
29310,0.014242953
29626,0.014632764
29632,0.019483361
9340,0.019603136
9040,0.007007718
9355,0.028878586
9042,0.012677871
9370,0.010923663
9382,0.01348234
9383,0.004816731
9095,0.007342785
10067,0.012827202
10077,0.008252039
10084,0.010726141
10097,0.0115725
10102,0.008501488
9789,0.009458694
10124,0.010923663
10225,0.016809522
10235,0.008185927
9822,0.011107355
9835,0.007731452
10149,0.018654923
10176,0.018095453
9869,0.004126115
9870,0.007538806
9879,0.018909112
10219,0.009080496
9601,0.00954552
9927,0.014682716
9928,0.030150082
9936,0.008054799
18482,0.01688921
18486,0.010726141
18487,0.004652747
18492,0.008571038
18496,0.001303792
18497,0.024560522
18803,0.013769237
18811,0.004897128
18506,0.003203953
18512,0.013190646
18536,0.039277908
18870,0.01836611
18877,0.00850398
19500,0.005423415
19502,0.008738672
19504,0.008023416
19207,0.005469271
19213,0.014454323
19221,0.015505032
19222,0.006561763
19223,0.005441876
19230,0.005742286
19659,0.020650052
19271,0.007757412
19274,0.011107355
19574,0.017921646
19307,0.020579025
19600,0.012017171
84216,0.009093346
84521,0.002990314
84524,0.010923663
84532,0.00720116
85171,0.00705619
85179,0.010726141
85180,0.011107355
85481,0.007885074
85491,0.046590782
81660,0.010694548
81673,0.009522657
81992,0.008233415
82301,0.032916402
82313,0.010532152
82950,0.011112823
83274,0.011223215
